number,customer,description,price,deadline,country,url_addr,created_at,updated_at
2019-718791,"ГУ ""БОРИСОВСКОЕ ЭУ ВС""",Закупка энергосберегающего осветительного оборудования,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718791,,
2019-718785,6-я городская клиническая больница,Приобретение мебели медицинской различной для оснащения режимных эндоскопических кабинетов с целью организации работы эндоскопического отделения на новых площадях,78 800,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718785,,
2019-718784,УО Администрации Московского района г. Минска,"Текущий ремонт душевых и санузлов на объектах, подведомственных управлению по образованию администрации Московского района г. Минска.",240 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718784,,
2019-718783,"ОАО ""БЗПИ""",Закупка полимерного сырья,5 750 500,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/718783,,
2019-718774,"Унитарное предприятие ""Ремонтхиммонтаж""",Плиты древесно-стружечные с двусторонним ламинированным покрытием (ЛДСП),45 574.62,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718774,,
2019-718772,"ГУПП ""Ивацевичское ЖКХ""",Закупка станций обезжелезивания по объектам Ивацевичского района,406 920,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718772,,
2019-718771,"ОАО ""Гродно Азот""",Пленка полиэтиленовая,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718771,,
2019-718770,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Капитальный ремонт жилого дома № 15 по ул. Аэродромная в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска»,КС154-04/192",699 148,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718770,,
2019-718769,"ОАО ""Витко-Агро""","Закупка железобетонных изделий для объекта ""Строительство двух силосно -сенажных траншей возле д.Целевичи Слуцкого района""",0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718769,,
2019-718768,"ГУО ""Гродненская городская гимназия""",Закупка компьютерного класса,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718768,,
2019-718764,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи",БарМТ №348/19 Фиброгастродуоденоскоп. Гастроинтестинальный видеоскоп,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718764,,
2019-718763,"Унитарное предприятие ""УКС Лунинецкого района""","закупка оборудования для ОАО ""Вульковский рассвет""",200 000,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718763,,
2019-718762,"ГО ""Гомельмелиоводхоз""",выполнение проектно-изыскательских работ по  объектам реконструкции мелиоративных систем Гомельской области,145 800,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718762,,
2019-718757,"ОАО ""Гродно Азот""",кислота уксусной синтетической по 2 лотам на август - декабрь 2019 года.,0,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/718757,,
2019-718755,"ОАО ""Гродножилстрой""",Закупка оборудования мини-пивзавода,800 000,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/718755,,
2019-718753,"ОАО ""Минский молочный завод № 1""",Закупка упаковочного материала из пленки полиэтиленовой FPO ® PE с печатью и без печати.,537 000,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718753,,
2019-718752,"Государственное предприятие ""Коммунальник Калинковичский""","Выбор проектной организации для выполнения работ по разработке тех. задания, ПСД с прохождением государственной экспертизы по объекту: «Устройство системы видеонаблюдения на площади Ленина в г.Калинковичи».",5 300,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/718752,,
2019-718750,"Баскетбольный клуб ""Минск-2006""",Закупка услуг по подготовке и обеспечению проведения спортивных мероприятий (баскетбольных матчей) на спортивной арене,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718750,,
2019-718745,"РУП ""БЕЛТЕЛЕКОМ""","Переговоры по модернизации объектов связи по Минской области (строительство телефонной канализации, прокладка ВОК и парного кабеля, строительство сетей PON. MSAN. DSLAM. станционных сооружений связи)",429 315.59,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/718745,,
2019-718744,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Капитальный ремонт жилого дома № 43 по ул. Казинца в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство Октябрьского района г. Минска»,КС155-04/192",1 010 591,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718744,,
2019-718743,"Государственное предприятие ""УКС Минского района""","Выбор проектной организации для выполнения предпроектных работ по объектам  (д. Чертяж, д. Новое Поле)",72 538.80,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718743,,
2019-718736,"РУП ""БЕЛТЕЛЕКОМ""","Переговоры по модернизации объектов связи по Минской области (строительство телефонной канализации, прокладка ВОК и парного кабеля, строительство сетей PON. MSAN. DSLAM. станционных сооружений связи)",797 086.22,2019-07-11,BLR,http://www.icetrade.by/tenders/all/view/718736,,
2019-718732,"ОАО ""Гродно Азот""",кислоты уксусной 70% на 2 полугодие 2019 года,0,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/718732,,
2019-718731,"Управление по образованию, спорту и туризму Червенского районного исполнительного комитета",выбор подрядной организации по установке автоматической пожарной сигнализации и системы оповещения о пожаре.,142 063,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/718731,,
2019-718730,"КУП ""Брестское областное управление капитального строительства""","система аудио-видеофиксации, протоколирования судебных заседаний.",547 275.07,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718730,,
2019-718729,"РУП ""БЕЛТЕЛЕКОМ""","Переговоры по модернизации объектов связи по Минской области (строительство телефонной канализации, прокладка ВОК и парного кабеля, строительство сетей PON. MSAN. DSLAM. станционных сооружений связи)",229 488.87,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/718729,,
2019-718728,"УП ""УКС МИНГОРИСПОЛКОМА""","Закупка мебели для объекта строительства «Реконструкция с капитальным ремонтом комплекса зданий УО «Специализированный лицей МВД РБ по адресу: ул. Стахановская,13»",0,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718728,,
2019-718724,"ГЛХУ ""Чаусский лесхоз""",закупка барабанной дробилки по производству щепы,108 000,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/718724,,
2019-718723,"ОАО ""Гродно Азот""",Закупка передвижных  блок-контейнеров на шасси,1,2019-07-02,BLR,http://www.icetrade.by/tenders/all/view/718723,,
2019-718719,"РУП ""БЕЛТЕЛЕКОМ""","Переговоры по модернизации объектов связи по Минской области (строительство телефонной канализации, прокладка ВОК и парного кабеля, строительство сетей PON. MSAN. DSLAM. станционных сооружений связи)",154 668.73,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/718719,,
2019-718715,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",Закупка теплоизоляции,18 171.07,2019-07-22,BLR,http://www.icetrade.by/tenders/all/view/718715,,
2019-718710,"РУП ""БЕЛТЕЛЕКОМ""","Переговоры по модернизации объектов связи по Минской области (строительство телефонной канализации, прокладка ВОК и парного кабеля, строительство сетей PON. MSAN. DSLAM. станционных сооружений связи)",120 435.65,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/718710,,
2019-718709,Средняя школа № 3 г. Столбцы,Продукты питания 2019 год,140 702.95,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718709,,
2019-718707,"УП ""ДИРЕКЦИЯ ПО СТРОИТЕЛЬСТВУ МИНСКОГО МЕТРОПОЛИТЕНА""",Закупка оборудования для Магистральной информационной сети на базе волоконно-оптических линий связи (МИС ВОЛС).,2 898 394,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/718707,,
2019-718705,"РУП ""БЕЛТЕЛЕКОМ""","Переговоры по модернизации объектов связи по Минской области (строительство телефонной канализации, прокладка ВОК и парного кабеля, строительство сетей PON. MSAN. DSLAM. станционных сооружений связи)",451 931.25,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718705,,
2019-718703,"Коммунальное производственное унитарное предприятие ""Гомельское городское ЖКХ""",Замена (модернизация) пассажирских лифтов в жилых домах,313 600,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718703,,
2019-718695,"ОАО ""Минский молочный завод № 1""","Закупка асептического комбинированного материала на основе картона объёмом 1л. для упаковки стерилизованного молока в комплекте с многослойной аппликаторной лентой, в комплекте с крышкой (для упаковке на автомате Fibra Pack).",1 040 808,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718695,,
2019-718692,Брестское ГОУОР,закупка технологического оборудования для сстоловой,12 900,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718692,,
2019-718691,"Баскетбольный клуб ""Минск-2006""",Закупка услуг по организации звукового сопровождения спортивных мероприятий при проведении международных баскетбольных матчей,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718691,,
2019-718688,17-я городская клиническая поликлиника,"Реагенты и расходные материалы , лабораторная посуда для КДЛ",0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718688,,
2019-718687,Могилевская городская автобаза учреждений здравоохранения,Закупка автомобильных запасных частей,61 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/718687,,
2019-718682,"ГЛХУ ""Могилевский лесхоз""","Закупка мебели корпусной для комплектации рабочих кабинетов в здании лесничества, изготовленной в соответствии с тех. заданием.",12 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/718682,,
2019-718680,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""","Реконструкция ВЛ-0,4кВ от КТП-368 в аг. Урицкое  Гомельского района",0,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718680,,
2019-718678,"КУПП ""Городокское предприятие котельных и тепловых сетей""","Выбор подрядной организации для выполнения работ по объекту: ""Текущий ремонт дорог с использованием материалов, полученных от разборки""",57 051.70,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/718678,,
2019-718676,"ОАО ""АГРОКОМБИНАТ ""ДЗЕРЖИНСКИЙ""",услуги по перевозке зерна урожая 2019 года,3 663 000,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718676,,
2019-718667,Управление образования Ошмянского районного исполнительного комитета,"Текущий ремонт по замене деревянных оконных блоков на окна из ПВХ в учреждении образования ""Средняя школа №2 г.Ошмяны""",110 400,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718667,,
2019-718666,"ООО ""ХАЛЕКС""",Строительно-монтажные работы по благоустройству территории,0,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/718666,,
2019-718663,Щучинское РУП ЖКХ,выполнение строительно-монтажных работ,518 874,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718663,,
2019-718662,"Баскетбольный клуб ""Минск-2006""",Закупка услуг по предоставлению рекламных светодиодных конструкций в количестве 5 шт. при проведении международных баскетбольных матчей,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718662,,
2019-718659,3-я городская детская клиническая больница,расходный материал для отделения анестезиологии и реанимации,2 800,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718659,,
2019-718658,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Капитальный ремонт жилого дома  6 по  ул. Д. Марцинкевича в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Фрунзенского района г. Минска»,КС318-06/191",1 614 297,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718658,,
2019-718656,"ОУПП ""Гродненское городское жилищно-коммунальное хозяйство""","выполнение строительно-монтажных работ по объектам:Лот №1 «Капитальный ремонт кровли и ремонт входных групп жилого дома по бульвару Ленинского Комсомола, 22 в г. Гродно».",85 232,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/718656,,
2019-718654,"ГУ ""Республиканский санаторий ""Белая Вежа""","Текущий ремонт зданий санатория ""Белая Вежа""",159 065.75,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/718654,,
2019-718650,"ОАО ""Клецкий мехзавод""",Закупка комплектации,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718650,,
2019-718649,"Отдел образования, спорта и туризма администрации Центрального района г. Гомеля","Закупка услуг подрядной организации на разработку проектно-сметной документации по объектам:
 -  «Замена наружного освещения энергоэффективными светильниками в ГУО «Я/с № 18 г. Гомеля» (долевое участие республиканского бюджета – Энергомарафон – 2018);",23 000,2019-06-30,BLR,http://www.icetrade.by/tenders/all/view/718649,,
2019-718647,"ОАО ""БЗРМ""",Закупка услуг по переработке маслосемян рапса на давальческих условиях,1 920 000,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718647,,
2019-718646,Сормовский сельисполком,закупка легкового автомобиля LADA 4х4 3дв. или его аналог (новый),0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718646,,
2019-718644,"Коммунальное унитарное ремонтно-эксплуатационное предприятие ""Жилищное ремонтно-эксплуатационное управление г. Барановичи""","Cтроительно-монтажные работ на объектах: Лот № 1 «Капитальный ремонт кровли жилого дома №21 по ул. Коммунистической в г.Барановичи», Лот №2  «Капитальный ремонт кровли жилого дома № 32 по ул. Наконечникова в г.Барановичи», Лот №3 «Капитальный ремонт кровли жилого дома № 27 по  ул. Наконечникова в г.Барановичи», Лот №4  «Капитальный ремонт кровли жилого дома № 102 по ул. Советской  в г.Барановичи», Лот №5  «Капитальный ремонт кровли жилого дома №99 по ул.  Кирова в г.Барановичи»",655 630,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/718644,,
2019-718638,"ГЛХУ ""Бобруйский лесхоз""",Закупка легкового автомобиля с системой полного привода 4х4,16 500,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718638,,
2019-718636,Управление по образованию администрации Центрального района г. Минска,Закупка компьютеров и электронного оборудования,53 315,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718636,,
2019-718632,"КУП ""Брестское областное управление капитального строительства""",закупка офисной мебели,117 550,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718632,,
2019-718631,"ОАО ""Стройтрест № 3 Ордена Октябрьской революции""",Закупка автоматической системы для поливочного водопровода в комплекте,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/718631,,
2019-718621,"ОАО ""БЕЛЭНЕРГОРЕМНАЛАДКА""",Закупка диагностического комплекса для испытаний быстродействия сервомоторов органов парораспределения и КОС паровых турбин,65 331.84,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718621,,
2019-718618,Учреждение «Гомельская областная детская клиническая больница»,"Услуги по техническому обслуживанию и ремонту рентгеновского, электродиагностического и электротерапевтического оборудования",0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718618,,
2019-718616,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМТ №352/19 – Оборудование физиотерапевтическое, Устройство для разогрева парафина и озокерита, Набор для трепанации черепа",0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718616,,
2019-718614,"РУП ""БЕЛМЕДПРЕПАРАТЫ""","закупка вспомогательного сырья ""Промывная жидкость А"" (конкурс № ОК 26-19)",20 000,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718614,,
2019-718613,"Государственное предприятие ""Жилищное коммунальное хозяйство Ленинского района г. Минска""","выбор подрядной организации для выполнения работ по текущему ремонту асфальтобетонных покрытий дворовых проездов, находящихся на обслуживании государственного предприятия «Жилищное коммунальное хозяйство Ленинского района г. Минска».",198 513.40,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718613,,
2019-718611,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",Камерной печи LF 120/13 NABERTHERM или аналог,35 000,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/718611,,
2019-718609,"Белорусское республиканское унитарное страховое предприятие ""Белгосстрах""","Право использования (лицензия), с технической поддержкой, программного обеспечения антивирусной защиты Касперского сроком на 1 год",95 000,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/718609,,
2019-718608,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМТ №347/19 - Диагностические тесты для исследования спермограммы, реагенты для автомата окраски мазков крови Авто ОМК-01, ИФА тест-системы для диагностики инфекционных заболеваний, реагенты для определения групп крови, реагенты для анализатора ARCHITEC",0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718608,,
2019-718604,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""",Закупка горизонтально-расточного станка типа 2А656Ф11 либо аналог в кол-ве 1 шт,620 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/718604,,
2019-718602,"РУП ""БЕЛМЕДПРЕПАРАТЫ""",Закупка хроматографов жидкостных высокого давления с диодно-матричным УФ детектором,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718602,,
2019-718599,Средняя школа №3 г.Солигорска,Выбор поставщика лакокрасочных и строительно-отделочных  материалов для текущего ремонта,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/718599,,
2019-718598,"Государственное предприятие ""Белаэронавигация""",закупка мониторов для комплекса средств автоматизации управления воздушным движением,225 000,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/718598,,
2019-718597,"ОАО ""Птицефабрика ""Дружба""","Гофротара, лотки из вспененного полистирола",1 608 500,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718597,,
2019-718595,Отдел по образованию Столинского районного исполнительного комитета,Закупка автобуса для подвоза школьников,72 500,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718595,,
2019-718580,"Коммунальное кинозрелищное унитарное предприятие ""Наровлякиновидеосеть""",Текущий ремонт фасада здания,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/718580,,
2019-718574,"Управление по труду, занятости и социальной защите Быховского районного исполнительного комитета",Оказание социальных услуг гражданам Быховского района,2 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/718574,,
2019-718570,"КУП ""Витебскоблдорстрой""",Краски дорожной разметочной для нанесения горизонтальной разметки на асфальтобетонное покрытие автодорог (комплект краски разметочной со стеклошариками и растворителем с белой эмалью),0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/718570,,
2019-718563,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМТ №351/19   Контуры дыхательные, Мешки Амбу",0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718563,,
2019-718558,"ОАО ""Минский молочный завод № 1""",Закупка глазури кондитерской «Карамельная».,222 600,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/718558,,
2019-718554,Государственный пограничный комитет Республики Беларусь,Вещевое имущество,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718554,,
2019-718553,"Государственное предприятие ""УКС Ушачского района""","Выбор проектной организации на выполнение проектно - изыскательских работ по объекту: ""Строительство проектируемой улицы № 5 в г.п. Ушачи""",125 500,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/718553,,
2019-718552,Несвижский государственный колледж имени Якуба Коласа,Текущий ремонт общежития (1 этаж правое крыло),86 870,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718552,,
2019-718546,"ОАО ""Гродножилстрой""",Закупка линии для автоматического пакетирования мелкоштучных элементов благоустройства,440 000,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/718546,,
2019-718539,"КУП ""ЖКХ г.Полоцка""","ПСД Капитальный ремонт жилого дома Ф.Скорины 35,16 и Е.Полоцкой 36а, 34а",97 300,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/718539,,
2019-718537,2-я городская клиническая больница,Расходные материалы для Ангиографического кабинета №1 на 2019 год,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718537,,
2019-718536,Лунинецкое ЖКХ,Выбор подрядной организации,328 260,2019-07-06,BLR,http://www.icetrade.by/tenders/all/view/718536,,
2019-718533,"Государственное предприятие ""Гордорстрой""",Выбор генеральной подрядной организации на выполнение строительных работ по объекту «Устройство остановочного пункта «Леси Украинки» в г. Минске»,52 915.60,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/718533,,
2019-718531,"ОАО ""Могилевоблавтотранс""",ЗАКУПКА  РОЛИКОВ НАТЯЖНЫХ  ДЛЯ ДВИГАТЕЛЕЙ MERCEDES OM 906 LA,25 800,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/718531,,
2019-718522,"ОАО ""Волковысский мясокомбинат""",Закупка ядохимикатов,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/718522,,
2019-718521,"РЕСПУБЛИКАНСКИЙ ЦЕНТР ГИГИЕНЫ, ЭПИДЕМИОЛОГИИ И ОБЩЕСТВЕННОГО ЗДОРОВЬЯ",закупка питательных сред,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/718521,,
2019-719122,"УО ""БГОЦМТ""",закупка светодиодного экрана в комплекте и звукового оборудования для зрительного зала,200 000,2019-07-06,BLR,http://www.icetrade.by/tenders/all/view/719122,,
2019-719111,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",закупка  изделий для арматурной футеровки,57 086.07,2019-07-26,BLR,http://www.icetrade.by/tenders/all/view/719111,,
2019-719100,"УЗ ""Брестская областная больница""",ИМН для реанимационных отделений,0,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/719100,,
2019-719099,"Витебское республиканское унитарное предприятие электроэнергетики ""Витебскэнерго""","Закупка филиалом ""Учебный центр"" РУП ""Витебскэнерго"" сборочных комплектов (плата контроллера - 1 шт.; плата питания и интерфейсов - 1 шт.)",55 465.64,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/719099,,
2019-719098,"Учреждение здравоохранения ""Витебская городская клиническая больница скорой медицинской помощи""",«Услуги по техническому обслуживанию проявочной машины на  2019 год для УЗ «ВГКБСМП»»,0,2019-06-30,BLR,http://www.icetrade.by/tenders/all/view/719098,,
2019-719095,"Государственное предприятие ""Могилевское областное управление капитальным строительством""","Выбор генеральной подрядной организации для корректировки проекта: «Реконструкция котельной, расположенной в районе бывшего мясокомбината в г.Кричеве»",130 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/719095,,
2019-719094,"ОАО ""Беловежский""","Закупка шрота подсолнечного, шрота соевого",1 242 450,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719094,,
2019-719090,"ОАО ""Бобруйский мясокомбинат""",Закупка изолята соевого белка с содержанием белка в сухой массе не менее 90%,113 400,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719090,,
2019-719082,Лепельская ЦРБ,Мясная и куриная продукция,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719082,,
2019-719080,КУП «Жилищно-ремонтно эксплуатационное управление Октябрьского района г. Могилева»,Выбор подрядчика на ремонт асфальтобетонного покрытия дворовых территорий с использованием асфальтоукладчика с материалом подрядчика.,100 580,2019-07-07,BLR,http://www.icetrade.by/tenders/all/view/719080,,
2019-719076,"Государственное предприятие ""Управление капитального строительства Витебского облисполкома""","Закупка столов обеденных, корпусной мебели",21 650,2019-06-22,BLR,http://www.icetrade.by/tenders/all/view/719076,,
2019-719072,Госатомнадзор,Рассмотрение и экспертиза технических решений,35 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/719072,,
2019-719069,"ООО ""ТЕХНИКОН""","Поточный анализатор, использующий технологию ближней ИК-спектрометрии (NIR)",0,2019-07-02,BLR,http://www.icetrade.by/tenders/all/view/719069,,
2019-719068,"ОАО ""Дзержинский экспериментально-механический завод""",Дизайн-проект офиса – планировочное решение и концепция дизайн-проекта,1,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/719068,,
2019-719067,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""","Выбор подрядной организации для строительства  объекта «Квартал секционной застройки по ул. Шевелева в г.п. Лоев» (инженерные сети). Корректировка (выделение пускового комплекса к поз.3) (объект № 133/09-К18-К-19) (сети электроснабжения КЛ-0,4кВ)",13 896,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/719067,,
2019-719066,РНПЦ трансфузиологии и медицинских биотехнологий,"Стандартные образцы, сыворотки для контроля качества лекарственных средств.",0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719066,,
2019-719065,"ОАО ""Октябрьская революция""",Железобетонные издения,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719065,,
2019-719064,"РУП ""Производственное объединение ""Белоруснефть""",Автомобили изотермические,1 050 600,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/719064,,
2019-719063,МОЛОДЕЧНЕНСКАЯ ЦРБ,Изделия медицинского назначения №5.,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719063,,
2019-719055,"РУП ""Производственное объединение ""Белоруснефть""","Резцы, державки, оправки и комплектующие",425 850,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/719055,,
2019-719052,"РУП ""Могилевавтодор""","Выбор подрядчика на выполнение работ по пересчету сметной документации по объекту реконструкции: «Автомобильная дорога Р-122 Могилев - Чериков - Костюковичи км 7,800 - км 13,300""",150 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/719052,,
2019-719051,"РУП ""Производственное объединение ""Белоруснефть""",Ингибиторы и ПАВы,415 650,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719051,,
2019-719050,Лепельская ЦРБ,Реактивы и изделия медицинского назначения для КДЛ,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/719050,,
2019-719049,"УП ""Медтехника"" г. Гродно","ГродМТ № 156/19-ЭА Лот 1-5 «Лабораторное оборудование для УЗ «Свислочская ЦРБ», ГУЗ «ГОКБ медицинской реабилитации».",0,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/719049,,
2019-719048,"УП ""БЕЛЖЕЛДОРСНАБ""","прибор кабельный ИРК-ПРО Гамма DSL,  прибор кабельный ИРК ПРО 7.4, прибор кабельный ИРК ПРО АЛЬФА",0,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/719048,,
2019-719046,Отдел по образованию Столинского районного исполнительного комитета,закупка овощей на 2 полугодие 2017,20 236,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719046,,
2019-719044,10-я городская клиническая больница,"Ремонт медицинской техники, источников бесперебойного питания",0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719044,,
2019-719042,"Диагностическое учреждение ""Гомельская областная ветеринарная лаборатория""",Расходные материалы для лабораторных исследований,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719042,,
2019-719040,"ОАО ""Бобруйский мясокомбинат""",Закупка пищевых добавок,134 442,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/719040,,
2019-719033,"Государственное предприятие ""УКС Крупского района""",строительный проект сетей электроснабжения,20 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/719033,,
2019-719032,"Отдел образования, спорта и туризма администрации Центрального района г. Гомеля","Закупка на выполнение текущего ремонта кровли в ГУО «Санаторный ясли-сад №165 г. Гомеля», ул. Головацкого, 104 и в ГУО «Ясли-сад №151 г. Гомеля», ул. Дынды, 3А",23 000,2019-06-30,BLR,http://www.icetrade.by/tenders/all/view/719032,,
2019-719025,"Государственное предприятие ""УКС г.Могилева""","Выбор генеральной подрядной организации на строительство объекта «Капитальный ремонт с элементами модернизации административного здания Осиповичского районного отдела Следственного комитета Республики Беларусь по адресу: г. Осиповичи, ул. Вокзальная, 20»",1 163 203.87,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/719025,,
