number,customer,description,price,deadline,country,url_addr,created_at,updated_at
2019-727711,"ГПО ""Горремавтодор Мингорисполкома""",закупка дисков полипропиленовых,60 000,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/727711,,
2019-727710,НАЦИОНАЛЬНЫЙ ИНСТИТУТ ОБРАЗОВАНИЯ,"Выбор подрядной организации для выполнения строительно-монтажных работ на объектах: «Текущий ремонт кабинетов института № 408, 419, 433, 433 (тамбур), 434, 435 по ул. Короля, 16, г. Минск», «Текущий ремонт кровли теплоузла по ул. Короля, 16А, г. Минск»",29 943.61,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/727710,,
2019-727709,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель",МТ 187/19-ЭА «Принадлежности для иммобилизации и транспортировки при переломах для УЗ Гомельской области»,0,2019-08-14,BLR,http://www.icetrade.by/tenders/all/view/727709,,
2019-727708,Лидская ЦРБ,закупка автомобиля ВАЗ-2131 «Нива»  или его аналог в количестве двух штук,40 000,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/727708,,
2019-727707,"Государственное предприятие ""ЖодиноЖилТеплоСервис""",Закупка электроматериалов и молниезащиты для реконструкции ЦТП-12,7 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/727707,,
2019-727706,"ОАО ""СТРОЙТРЕСТ № 35""",Деревянные дверные блоки,78 046.71,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/727706,,
2019-727705,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №464/19-ПЭА «Лампа щелевая»,0,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727705,,
2019-727704,ИНСТИТУТ ФИЗИКИ НАН Беларуси,гальваносканер с контроллером и оптическими компонентами,31 000,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727704,,
2019-727703,"""Национальная антидопинговая лаборатория""","Блейд-сервер в систему резервного копирования для обеспечения целостности и конфиденциальности хранения, перевода и обработки данных (повторная процедура)",0,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/727703,,
2019-727702,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""",Обследование строительных конструкций зданий и сооружений с оформлением эксплуатационно-технических паспортов,140 000,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/727702,,
2019-727701,БГТУ,"Закупка работ по объектам «Текущий ремонт коридоров 2-5 этажей (после установки дверных блоков) в общежитии № 1 по адресу г. Минск ул. Бобруйская 25», «Текущий ремонт коридоров 2-5 этажей (после установки дверных блоков) в общежитии № 3 по адресу г. Минск ул. Свердлова 36»",19 845,2019-07-16,BLR,http://www.icetrade.by/tenders/all/view/727701,,
2019-727700,"ОАО ""Гродно Азот""",Закупка позиционера электропневматического,0,2019-07-23,BLR,http://www.icetrade.by/tenders/all/view/727700,,
2019-727699,Гомельская городская клиническая больница №4,Яйца куриные Д-1,0,2019-08-12,BLR,http://www.icetrade.by/tenders/all/view/727699,,
2019-727698,"РУП ""Могилевэнерго""","Работы по строительству и реконструкции электрических сетей 0,4-10 кВ к строящемуся жилью (инженерная инфраструктура) согласно графику, утвержденному Могилевским облисполкомом: «Два многоквартирных жилых дома по ГП 8 и 10 в аг. Полыковичи Могилевского района. Многоквартирный жилой дом по ГП 8 и инженерно-транспортная инфраструктура к нему». Сети КЛ-0,4 кВ и сети уличного освещения.",16 513,2019-07-22,BLR,http://www.icetrade.by/tenders/all/view/727698,,
2019-727697,"ГФ РУП ""Белпочта""",Закупка транспортеров с учетом монтажа,180 000,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/727697,,
2019-727696,"Государственное предприятие ""Белорусская АЭС""","Услуги по обучению, повышению квалификации, переподготовке руководящих сотрудников, специалистов и рабочих предприятия",85 290.71,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727696,,
2019-727695,"УП ""Медтехника"" г. Гродно",ГродМТ 173/19-ЭА лот 1 - лот 9 «Костные выкусыватели» для УЗ «Городская клиническая больница скорой медицинской помощи г. Гродно»,0,2019-08-14,BLR,http://www.icetrade.by/tenders/all/view/727695,,
2019-727693,"Унитарное предприятие ""УКС Кобринского района""",: выбор подрядной организации по проектированию объекта: «Квартал индивидуальной жилой застройки в районе улиц Лактионова-Комсомольская г. Малорита. Улично-дорожная сеть».,13 600,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727693,,
2019-727692,Минская ЦРБ,изделия медицинского назначения (набор регентов для азопирамовой пробы),930,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727692,,
2019-727691,"Государственное предприятие ""Витебский ДСК""",многослойное безопасное стекло «триплекс»  для объекта строительства  «Жилой дом КПЛ 111-108 по ул. Медицинской в г. Витебске стр. №4»,34 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/727691,,
2019-727690,"Государственное предприятие ""Аква-Минск""",Выбор подрядной организации,94 289,2019-07-29,BLR,http://www.icetrade.by/tenders/all/view/727690,,
2019-727689,"ГУ ""БОРИСОВСКОЕ ЭУ ВС""",Закупка оборудования электрического осветительного,0,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/727689,,
2019-727688,ИНСТИТУТ БИООРГАНИЧЕСКОЙ ХИМИИ НАН БЕЛАРУСИ,"Закупка лабораторного пилотного ферментера для выращивания эукариотических биокультур, в комплекте",0,2019-07-24,BLR,http://www.icetrade.by/tenders/all/view/727688,,
2019-727687,"УП ""Медтехника"" г. Гродно",ГродМТ № 124/19-ПЭА «Офтальмологическое оборудование» для учреждений здравоохранения г.Гродно и Гродненской области,0,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727687,,
2019-727686,"РУП ""Могилевэнерго""",Выключатель автоматический,0,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/727686,,
2019-727685,"Учреждение здравоохранения ""Гродненская областная детская клиническая больница""",Закупка свежей плодоовощной продукции урожая 2019,9 000,2019-07-17,BLR,http://www.icetrade.by/tenders/all/view/727685,,
2019-727684,"ОАО ""Белшина""",Стеариновая кислота (стеарин),499 500,2019-07-30,BLR,http://www.icetrade.by/tenders/all/view/727684,,
2019-727683,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель","МТ 182/19-ПЭА «Физиотерапевтическое оборудование для УЗ ""Петриковская ЦРБ""»",0,2019-07-30,BLR,http://www.icetrade.by/tenders/all/view/727683,,
2019-727682,"Унитарное предприятие ""УКС Кобринского района""",выбор подрядной организации по проектированию объекта: «Квартал индивидуальной жилой застройки в районе улиц Лактионова-Комсомольская г. Малорита. Сети водоснабжения».,5 600,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727682,,
2019-727681,Отдел по образованию Верхнедвинского райисполкома,приобретение варочного электрокотла и электроплит,16 800,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727681,,
2019-727680,"УП ""Медтехника"" г. Гродно",ГродМТ № 150/19-ПЭА Лот 1 Рентгеновский излучатель для УЗ «Кореличская центральная районная больница»,0,2019-08-19,BLR,http://www.icetrade.by/tenders/all/view/727680,,
2019-727679,Управление по образованию администрации Советского района г. Минска,"Оказание услуг по оценке существующей планировки и наполняемости учреждений дошкольного, общего среднего и дополнительного образования Советского района г. Минска на предмет соответствия требованиям действующих ТНПА Республики Беларусь с целью определения фактической проектной мощности учреждения.",72 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/727679,,
2019-727678,"РУП ""Барановичский ЦСМС""",Высокоэффективный жидкостной хроматограф Agilent 1260 в комплектации или аналог,190 000,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/727678,,
2019-727677,"Областное унитарное предприятие ""Гродномелиоводхоз""",Выбор организации для выполнения строительно-монтажных работ по реконструкции мелиоративных систем,125 050,2019-07-29,BLR,http://www.icetrade.by/tenders/all/view/727677,,
2019-727676,БНТУ,Закупка учебно–методического комплекса «Стенд для изучения пневмопривода и пневмоавтоматики»,12 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/727676,,
2019-727675,"УП ""Медтехника"" г. Гродно",ГродМТ № 149/19-ПЭА «Весы медицинские» для учреждений здравоохранения г.Гродно и Гродненской области,0,2019-07-22,BLR,http://www.icetrade.by/tenders/all/view/727675,,
2019-727674,"Государственное предприятие ""УКС Пуховичского района""",Выбор генеральной подрядной организации на выполнение проектно-изыскательских работ по объекту «Детский сад в посёлке Дружный Пуховичского района»,100 000,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727674,,
2019-727673,"РУП ""Медтехника""","МогМТ№101/19-ЭА""Датчики для медицинского оборудования""",0,2019-08-28,BLR,http://www.icetrade.by/tenders/all/view/727673,,
2019-727672,"ТУП ""СкидельАвтоУслуги""",Топливораздаточная колонка 1КЭД «Ливенка-41101»,11 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/727672,,
2019-727671,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №463/19-ПЭА «Биометр офтальмологический с функцией пахиметрии»,0,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727671,,
2019-727670,"УП ""Медтехника"" г. Гродно",ГродМТ 142/19-ПЭА Тележки медицинские для Учреждение здравоохранения г. Гродно и Гродненской области.,0,2019-08-19,BLR,http://www.icetrade.by/tenders/all/view/727670,,
2019-727669,ИНСТИТУТ ФИЗИКИ НАН Беларуси,"чиллеров (терморегуляторов, термостабилизаторов)",6 600,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727669,,
2019-727668,Транспортная инспекция Минтранса,Форменная одежда и обувь,146 070,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/727668,,
2019-727667,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №419/19-ПЭА «Система офтальмологическая»,0,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727667,,
2019-727666,"Отдел идеологической работы, культуры и по делам молодежи Червенского райисполкома",Электронный аукцион по закупке «Комплект постановочного оборудования для актового зала,105 000,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/727666,,
2019-727665,"Государственное предприятие ""Воронецкий""",Закупка услуг по техническому обслуживанию тракторов и комбайнов,0,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/727665,,
2019-727664,"Областное унитарное предприятие ""Гродномелиоводхоз""",Выбор организации для выполнения строительно-монтажных работ по объекту ремонта мелиоративной системы,169 953,2019-07-29,BLR,http://www.icetrade.by/tenders/all/view/727664,,
2019-727663,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель","МТ 231/19-ЭА «Пробирки с антикоагулянтом ЭДТА для забора капиллярной крови с капилляром, объем крови 200-500 мкл. и вакуумные системы для взятия крови для ОЗ ГО»",0,2019-08-01,BLR,http://www.icetrade.by/tenders/all/view/727663,,
2019-727662,"УП ""Медтехника"" г. Гродно","ГродМТ № 145/19-ПЭА «Встраиваемые бинокулярные хирургические лупы, осветители индивидуальные операционные» для УЗ «Гродненский областной клинический кардиологический центр»",0,2019-07-19,BLR,http://www.icetrade.by/tenders/all/view/727662,,
2019-727661,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель",МТ 168/19-ПЭА «Принадлежности для эндоскопии для УЗ Гомельской области»,0,2019-07-24,BLR,http://www.icetrade.by/tenders/all/view/727661,,
2019-727660,"ОАО ""Гродно Азот""",Закупка работ по капитальному ремонту металлообрабатывающего оборудования (Лоты 1-5),5,2019-07-22,BLR,http://www.icetrade.by/tenders/all/view/727660,,
2019-727659,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №418/19-ПЭА «Микроскопы офтальмологические»,0,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727659,,
2019-727658,"ОАО ""МЗКТ""",Закупка кривошипного листогибочного пресса усилием 100 тс,179 011.86,2019-07-16,BLR,http://www.icetrade.by/tenders/all/view/727658,,
2019-727656,Витебская городская центральная поликлиника,ЗАКУПКА РАБОТ (УСЛУГ) ПО МЕТРОЛОГИЧЕСКОМУ КОНТРОЛЮ СРЕДСТВ ИЗМЕРЕНИЙ И ИЗДЕЛИЙ МЕДИЦИНСКОЙ ТЕХНИКИ ГУЗ «ВИТЕБСКАЯ ГОРОДСКАЯ ЦЕНТРАЛЬНАЯ ПОЛИКЛИНИКА»,0,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/727656,,
number,customer,description,price,deadline,country,url_addr,created_at,updated_at
2019-727774,"РУП ""Могилевэнерго""","Работы и товары (оборудование) по строительству и реконструкции электрических сетей 0,4-10 кВ к строящемуся жилью (инженерная инфраструктура) согласно графику, утвержденному Могилевским облисполкомом: «60-квартирный жилой дом № 5 по генплану многоквартирной жилой застройки в микрорайоне Колос в городе Быхове (2 этап) с благоустройством прилегающей территории (1 очередь строительства - 40 квартир)». Распределительные сети КЛ-0,4 кВ и сети уличного освещения.",46 749,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727774,,
2019-727773,"УП ""Брестоблгаз""","Выполнение строительно-монтажных работ на объекте ""Газоснабжение жилых домов в д.Лахва Лунинецкого района. 1 очередь""",1 433 853,2019-07-29,BLR,http://www.icetrade.by/tenders/all/view/727773,,
2019-727772,"УП ""БЕЛМЕДТЕХНИКА""",БелМТ №404/19-ЭА «Аппараты рентгеновские»,736 145.28,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727772,,
2019-727771,"ЗАО ""Солигорский Институт проблем ресурсосбережения с Опытным производством""",Закупка металлопроката,0,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/727771,,
2019-727770,"Учреждение образования ""Гродненский государственный университет имени Янки Купалы""",Закупка комплекса для изучения основ программирования микроконтроллерных систем,30 000,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727770,,
2019-727769,НАЦИОНАЛЬНАЯ БИБЛИОТЕКА БЕЛАРУСИ,"Многофункциональное устройство, А4",13 125.80,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727769,,
2019-727768,Гомельская городская клиническая больница №4,"крупы, макаронных изделия, хлопья овсяные, мука, крахмал",0,2019-08-12,BLR,http://www.icetrade.by/tenders/all/view/727768,,
2019-727767,"ОАО ""Гродно Азот""","закупка ремонтно-строительных работ по объектам: «Смета ПКУ № 407-19. «Цех аммиак-4. Ремонт блока 1.1, 1.2, 2, 7. Инв. №1115, 1116, 44373»; «Смета ПКУ № 443-19. «Цех аммиак-4. Ремонт теплоизоляции бл. 1.1, 1.2, 2, 7. Инв. №1115, 1116, 44373»",0,2019-07-19,BLR,http://www.icetrade.by/tenders/all/view/727767,,
2019-727766,"УП ""БЕЛМЕДТЕХНИКА""",МТ №459/19-ПЭА «Лента диаграммная»,0,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/727766,,
2019-727765,"Государственное предприятие ""Гнезно""",Техническое обслуживание доильного зала,4 189.90,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/727765,,
2019-727764,4-я городская детская клиническая поликлиника,Реагенты и расходные материалы для анализаторов клинико-диагностической лаборатории УЗ «4-я городская детская клиническая поликлиника» на 3-й квартал 2019 года,0,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727764,,
2019-727763,"ГУ ""МИНСКОЕ ЭУ ВС""","выполнение ремонтно-строительных работ по объекту: «Текущий ремонт помещений №№ 5, 6, 7, 12 первого этажа стоматологического центра по ул. Азгура, 5 в г. Минске»",46 502,2019-07-15,BLR,http://www.icetrade.by/tenders/all/view/727763,,
2019-727762,"Государственное предприятие ""Витебский ДСК""",лот №1 воздуховоды из черной стали для объекта строительства «Жилой дом КПД №3 в микрорайоне «Билево-1» в г. Витебске»; лот №2 воздуховоды из черной стали для объекта строительства «Жилой дом КПД  серии 111-108 по ул. Медицинской в г. Витебске стр. №4»,10 500,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/727762,,
2019-727761,"Гродненское республиканское унитарное предприятие электроэнергетики ""Гродноэнерго""",изготовление мебели по чертежам,74 005,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/727761,,
2019-727760,"ОАО ""Гродно Азот""","закупка ремонтно-строительных работ по объектам: «Смета ПКУ № 352-19. «Цех аммиак-4. Блок 1.1, 1.2, 1.3, 3, 4, 5, 6, 7, 9, 10. Предохранительные клапаны. Ремонт»; «Смета ПКУ № 393-19. «Цех аммиак-4. Ремонт трубопроводов, фильтров и арматуры насосного отделения, инв. №667»; «Смета ПКУ № 420-19. «Цех аммиак-4. Ремонт трубопроводов и аппаратов корпуса 601-02, 01 инв. №1114»; «Смета ПКУ № 445-19. «Цех аммиак-4. Ремонт блоков 1.3, 3, 4, 5 инв. №1116»; «Смета ПКУ № 446-19. «Цех аммиак-4. Ремонт установки АХУ «А», «Б», «В», «Г» инв. №1116»; «Смета ПКУ № 454-19. «Цех аммиак-4. Замена отсечной арматуры насосных агрегатов поз. 316-1,2. Техническая модернизация. Код объекта 16603»; «Смета ПКУ № 7455-19. «Цех аммиак-4. Изменение трассировки трубопроводов нагнетания насосов поз. 314А, 315А до электрозадвижек поз. НС 310, НС 312. Ремонт»",0,2019-07-19,BLR,http://www.icetrade.by/tenders/all/view/727760,,
2019-727758,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена пассажирского лифта в жилом доме № 122 по улице Притыцкого в городе Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство № 2 Фрунзенского района г. Минска», КС366-06/191",76 000,2019-07-16,BLR,http://www.icetrade.by/tenders/all/view/727758,,
