country,customer,deadline,description,number,price,url_addr
BLR,"ОАО ""Могилевский завод ""Строммашина""",2019-07-31,Закупка аутсорсинговых услуг по ведению бухгалтерского и налогового учета на ОАО «Могилевский завод «Строммашина»»,2019-730882,100 000,http://www.icetrade.by/tenders/all/view/730882
BLR,"ОАО ""Мозырский НПЗ""",2019-07-17,Закупка резинотехнических и асбестотехнических изделий ОМТС,2019-730880,126 700,http://www.icetrade.by/tenders/all/view/730880
BLR,"ООО ""Термотехстрой""",2019-07-24,выбор подрядной организации по выполнению работ по внутренним сетям электроснабжения,2019-730879,1,http://www.icetrade.by/tenders/all/view/730879
BLR,Государственное предприятие «ССУ №4 государственного предприятия «Управление дорожно-мостового строительства и благоустройства Мингорисполкома»,2019-07-17,Выбор организации на оказание услуг оказание услуг по приемке на переработку отходов с объектов строительства,2019-730878,22 500,http://www.icetrade.by/tenders/all/view/730878
BLR,"ОАО ""БЕЛИНВЕСТБАНК""",2019-07-31,Сублицензии для модулей безопасности Thales payShield 9000,2019-730877,0,http://www.icetrade.by/tenders/all/view/730877
BLR,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",2019-07-18,"Пуско-наладочные работы станции очистки воды на объекте ""Завод по производству газовых баллонов в г.Орша""",2019-730876,340,http://www.icetrade.by/tenders/all/view/730876
BLR,"ГУПП ""Берёзовское ЖКХ""",2019-07-19,"Услуга по выбору инженерной организации для оказания инженерных услуг по комплексному управлению строительной деятельностью, осуществлению технического надзора по объекту: «Строительство станции обезжелезивания воды агрогородка Кабаки Березовского района»",2019-730875,3 764.40,http://www.icetrade.by/tenders/all/view/730875
BLR,"ОАО ""ПМК-212"" г.Молодечно",2019-07-18,закупка плит перекрытия,2019-730874,0,http://www.icetrade.by/tenders/all/view/730874
BLR,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""",2019-07-23,"Выбор подрядной организации на выполнение работ на объекте: "" ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ"". Корпус ОГК с ИВЦ, АБК со столовой. Модернизация инженерных сетей с устройством системы кондиционирования.",2019-730873,1 844 408,http://www.icetrade.by/tenders/all/view/730873
BLR,"ОАО ""Беларуськалий""",2019-07-23,"Закупка кабеля волоконно-оптического ОКА, кабеля “витая пара” (или аналогов)",2019-730872,50 000,http://www.icetrade.by/tenders/all/view/730872
BLR,"ОАО ""Ратон""",2019-07-19,Обследование строительных конструкций здания производственного корпуса №19,2019-730871,14 000,http://www.icetrade.by/tenders/all/view/730871
BLR,"ОАО ""Гродно Азот""",2019-07-19,"закупка работ по объекту «Выполнение комплекса работ по проектированию охладительной установки пара после котла РКС 25/40 поз.25 с наладкой опорно-подвесной системы паропровода P=2,9 МПа, T=350 oC рег. №29-23-0020 цеха олеума»",2019-730870,0,http://www.icetrade.by/tenders/all/view/730870
BLR,"Государственное областное унитарное предприятие ""Управление капитального строительства Гродненского облисполкома""",2019-07-24,"лот №1 «Колонки топливораздаточные», лот №2 «Резервуары стальные» для комплектации объекта: «Комплекс пограничной заставы с отделением пограничного контроля в н.п. Каменный Лог, Ошмянский район».",2019-730339,62 000,http://www.icetrade.by/tenders/all/view/730339
BLR,"ООО ""Термотехстрой""",2019-07-24,"выбор подрядной организации по внутреннем сантехническим работам (отопление, вентиляция, кондиционирование, водопровод, канализация)",2019-730869,1,http://www.icetrade.by/tenders/all/view/730869
BLR,"ОАО ""Гродножилстрой""",2019-07-16,Закупка радиаторов стальных,2019-730868,41 900,http://www.icetrade.by/tenders/all/view/730868
BLR,"Государственное предприятие ""УКС города Витебска""",2019-07-30,Выбор поставщика вентиляционного оборудования (приточные вентсистемы) для объекта строительства «Школа на 1020 учащихся в микрорайоне «Билево-2» г.Витебска. Квартал №4»,2019-730867,135 000,http://www.icetrade.by/tenders/all/view/730867
BLR,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",2019-07-22,"Лот №1. Замена трубопроводов охлаждения свода, портала и колена газохода ДСП-3 (инв.№004312) ЭСПЦ-2 (текущий ремонт); Лот №2. Замена подшипников шарнирного трубопровода вакууматора RH (инв.№030660) ЭСПЦ-2 (текущий ремонт); Лот №3. Ремонт м/конструкций шлаковых ворот, тепловых защит шлакового проёма и люльки, тепловых защит  под машиной скачивания шлака ДСП-3 (инв.№004312)   ЭСПЦ-2 (текущий ремонт); Лот №4. Ремонт укрытия (докхауза) ДСП-3 (инв.№031891) ЭСПЦ-2 (текущий ремонт); Лот №5. Ремонт стенки между высотными бункерами извести и кокса ДСП-3 (инв.№004312) ЭСПЦ-2 (текущий ремонт).",2019-730865,129 059.52,http://www.icetrade.by/tenders/all/view/730865
BLR,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",2019-07-16,трубы электросварные профильные,2019-730864,2,http://www.icetrade.by/tenders/all/view/730864
BLR,"ЗАО ""Альфа-Банк""",2019-07-24,"Услуги по комплексной профессиональной уборке помещений административных зданий, сооружений и прилегающей территории в объеме годовой потребности ЗАО ""Альфа-Банк""",2019-730863,0,http://www.icetrade.by/tenders/all/view/730863
BLR,"ОАО ""Витязь""",2019-08-01,Проведение технического обслуживания двух когенерационных установок,2019-730862,28 000,http://www.icetrade.by/tenders/all/view/730862
BLR,"УП ""МИНСККОММУНТЕПЛОСЕТЬ""",2019-07-17,Закупка выполнения проектных и изыскательских работ.,2019-730861,6 000,http://www.icetrade.by/tenders/all/view/730861
BLR,"Витебское республиканское унитарное предприятие электроэнергетики ""Витебскэнерго""",2019-07-22,закупка баков-аккумуляторов горячей воды для объекта капитального строительства «РК «Северная» (г. Витебск). Установка водогрейных электрокотлов в целях регулирования минимальной нагрузки энергосистемы после ввода в эксплуатацию Белорусской АЭС»,2019-730860,2 447 955.60,http://www.icetrade.by/tenders/all/view/730860
BLR,"ОАО ""Гродножилстрой""",2019-08-02,Закупка стекла низкоэмиссионного и стекла защитного,2019-730859,112 000,http://www.icetrade.by/tenders/all/view/730859
BLR,"ОАО ""ЭЛЕКТРОЦЕНТРМОНТАЖ""",2019-07-17,"Закупка оборудования КИПиА, РЗиА, АСУТП",2019-730858,418 514,http://www.icetrade.by/tenders/all/view/730858
BLR,"ОАО ""ТРЕСТ №15 ""СПЕЦСТРОЙ""",2019-08-01,Установка для управляемого бурошнекового бурения,2019-730857,1 000 000,http://www.icetrade.by/tenders/all/view/730857
BLR,"Государственное предприятие ""ЖодиноЖилТеплоСервис""",2019-07-18,Закупка электроматериалов и молниезащиты для реконструкции ЦТП-12,2019-730856,7 000,http://www.icetrade.by/tenders/all/view/730856
BLR,"РУП ""Производственное объединение ""Белоруснефть""",2019-07-19,Выбор подрядной организации для выполнения работ по тепловой изоляции трубопроводов,2019-730855,110 369.14,http://www.icetrade.by/tenders/all/view/730855
BLR,"ООО ""Центр организации госзакупок""",2019-07-18,Бензопилы Stihl 361 (или аналоги),2019-730525,0,http://www.icetrade.by/tenders/all/view/730525
BLR,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""",2019-07-23,"Выбор подрядной организации на выполнение работ по модернизации на объекте: "" ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ"". АБК БПЦ-3. Система кондиционирования.",2019-730854,457 000,http://www.icetrade.by/tenders/all/view/730854
BLR,"Государственное областное унитарное предприятие ""Управление капитального строительства Гродненского облисполкома""",2019-07-24,"лот № 1 «Производственный  инвентарь», лот №2 «Стерилизатор воздушный», лот №3 «Облучатели бактерицидные», лот № 4 «Мебель медицинская», лот №5 «Машины стиральные и сушильные» для комплектации объекта: «Здание общежития на 1030 мест УО «Гродненский государственный медицинский университет» в квартале учебных заведений по ул.Курчатова в г.Гродно».",2019-730315,61 450,http://www.icetrade.by/tenders/all/view/730315
BLR,"ОАО ""СЛУЦКИЙ МЯСОКОМБИНАТ""",2019-07-31,Линия производства гранулированного комбикорма производительностью не менее 7 тонн час,2019-730853,300 000,http://www.icetrade.by/tenders/all/view/730853
BLR,"Унитарное предприятие ""Барановичский зооветснаб""",2019-07-22,"Выбор подрядной организации для инженерных услуг по техническому надзору за выполнением работ по сносу здания на объекте ""Снос здания склада ГСМ с инвентарным номером 110/С-54869 по ул.Слонимское шоссе, 47В/2 в г.Барановичи""",2019-730852,0,http://www.icetrade.by/tenders/all/view/730852
BLR,"УП ""МИНСККОММУНТЕПЛОСЕТЬ""",2019-07-29,Закупка кранов шаровых,2019-730850,175 950,http://www.icetrade.by/tenders/all/view/730850
BLR,"ОАО ""Гродненский мясокомбинат""",2019-07-18,Закупка оборудования для фасовки щепы и запайки пакетов (повторно),2019-730846,14 200,http://www.icetrade.by/tenders/all/view/730846
BLR,"Государственное предприятие ""Жилищное коммунальное хозяйство Ленинского района г. Минска""",2019-07-16,"Выбор подрядной организации для выполнения работ по содержанию объектов благоустройства в части установки информационных табличек «Выгул собак запрещен» на придомовых территориях жилых домов, закрепленных за государственным предприятием «Жилищное коммунальное хозяйство Ленинского района г. Минска»",2019-730841,2 659.27,http://www.icetrade.by/tenders/all/view/730841
BLR,"Государственное предприятие ""УКС Гродненского района""",2019-07-16,Переговоры по выбору подрядной организации для строительства объекта.,2019-730704,104 611,http://www.icetrade.by/tenders/all/view/730704
BLR,"ОАО ""Междулесье""",2019-07-22,Закупка средств защиты растений,2019-730796,0,http://www.icetrade.by/tenders/all/view/730796
